Subject,Condition,Trial index,Subject response,FINAL - total mechanisms,FINAL - total shape references,FINAL - abstract shape references,FINAL - concrete shape references,FINAL - total color references,FINAL - abstract color references,FINAL - concrete color references,FINAL - total purple dot references,FINAL - abstract purple dot references,FINAL - concrete purple dot references
user_1573678369310,Describe,3,a yellow square tilted like the shape of a diamond. on the bottom point is a small green circle with a purple dot near the bottom of it,0,2,0,2,2,0,2,1,0,1
user_1573678369310,Describe,4,a blue oval with a yellow starburst on the bottom of it. this starburst has four corners and on the right side between two corners is a purple dot,0,2,0,2,2,0,2,1,0,1
user_1573678369310,Describe,5,a large red circle with a really small purple circle almost in the center but a little down and to the bottom right. below it is a green square tilted in a diamond shape. inside the square is a purple dot near the right point of the square,0,2,0,2,2,0,2,2,0,2
user_1573678369310,Describe,6,a blue four cornered starburst with a red circle below it on one of its points,0,2,0,2,2,0,2,0,0,0
user_1573678369310,Describe,7,a yellow square tilted in a diamond shape with a small purple circle closely by the top corner but slightly off to the right. below it is a small blue square also tilted in a diamond shape,0,2,0,2,2,0,2,1,0,1
user_1573678369310,Describe,8,a green upside down triangle with a purple circle near the left corner. below it is a red oval with a purple dot on its left side,0,2,0,2,2,0,2,2,0,2
user_1573678954991,Describe,1,red raindrop shape with a purple circle on top of a yellow triangle,0,2,0,2,2,0,2,1,0,1
user_1573678954991,Describe,2,green circle on top of a blue raindrop shape,0,2,0,2,2,0,2,0,0,0
user_1573678954991,Describe,3,bigger yellow diamond on top of a smaller green circle that contains a purple circle within it,0,2,0,2,2,0,2,1,0,1
user_1573678954991,Describe,4,bigger blue oval on top of a yellow concave diamond shape that contains a purple circle,0,2,0,2,2,0,2,1,0,1
user_1573678954991,Describe,5,"bigger red circle on top of a smaller green diamond. both contain a purple circle, but the one in the red circle is bigger",0,2,0,2,2,0,2,2,0,2
user_1573678954991,Describe,6,blue 4-point star on top of red circle,0,2,0,2,2,0,2,0,0,0
user_1573678954991,Describe,7,bigger yellow diamond containing purple circle on top of a smaller blue diamond,0,2,0,2,2,0,2,1,0,1
user_1573678954991,Describe,8,"bigger green triangle on top of smaller red oval. both contain a purple circle within, but the one in the green triangle is bigger",0,2,0,2,2,0,2,2,0,2
user_1573683140886,Explain,1,Because it looks like food that fishes would like to eat and also have the smell the fish like.,2,0,0,0,0,0,0,0,0,0
user_1573683140886,Explain,2,"It does not look like something that fish would like to eat. And based on previous observation, we know that what kind of fish lure that can catch fish",1,0,0,0,0,0,0,0,0,0
user_1573683140886,Explain,3,"Based on previous observation, we can see that fish likes the lure combines a large waterdrop shape and a triangles. As a result, the combination of square and circle would not work at all.",0,4,0,4,0,0,0,0,0,0
user_1573683140886,Explain,4,The blue epllicse looks similar to the waterdrop and it have the yellow bottom part which fish like.,0,2,0,2,1,0,1,0,0,0
user_1573683140886,Explain,5,It have huge red circle which is similar to the red waterdrop.,0,2,0,2,2,0,2,0,0,0
user_1573683140886,Explain,6,It does not have any spot on the shape which is not attract to the fish from the previous observation.,0,0,0,0,0,0,0,1,0,1
user_1573683140886,Explain,7,It has a spot on the square and also yellow color that fish would like.,0,1,0,1,1,0,1,1,0,1
user_1573683140886,Explain,8,The size of the lure is too small for fish. They may not like these kinds of small lure.,1,0,0,0,0,0,0,0,0,0
user_1573678145931,Explain,1,Perhaps the friend caught the fish because the bottom part of the lure was colored in such a way that the fish may have been interested in it and was therefore drawn to bite it.,1,0,0,0,0,0,0,0,0,0
user_1573678145931,Explain,2,Perhaps the top part of the lure being a simple circle rather than a triangle on top of a circle contributes somehow to not being able to catch a fish. Also the color of the bottom part of the lure is blue and therefore maybe it is the same color as water leading to the fish not being drawn to it.,1,3,0,3,1,0,1,0,0,0
user_1573678145931,Explain,3,"Maybe the only combination that can catch fish is the combination of 2 colors, red and yellow, which would explain why this combination of green and yellow did not catch any fish. Furthermore, maybe it is that having the color green in the lure leads to no fish being caught.",0,0,0,0,5,0,5,0,0,0
user_1573678145931,Explain,4,Having no green in the lure may explain why fish can be caught with the combination of blue and yellow.,0,0,0,0,3,0,3,0,0,0
user_1573678145931,Explain,5,"So the previous assumption that green in the lure cannot catch fish is wrong. Maybe then fish can be only caught if the bottom part of the lure has more than 1 side and as the bottom part of this lure has 4 sides, it can catch fish.",0,2,2,0,1,0,1,0,0,0
user_1573678145931,Explain,6,"As the lure on the bottom part is a circle and has no sides, the lure is unable to catch any fish.",0,2,1,1,0,0,0,0,0,0
user_1573678145931,Explain,7,"Again, it is maybe the case that having more than 1 side in the bottom part of the lure makes it so catching fish in the lake is possible.",0,1,1,0,0,0,0,0,0,0
user_1573678145931,Explain,8,The bottom part of the lure does not have more than 1 side and therefore cannot catch fish in this particular lake.,0,1,1,0,0,0,0,0,0,0
user_1573664082430,Explain,1,Your friend might have caught a fish with this lure combination because this lure happened to attract this type of fish,0,0,0,0,0,0,0,0,0,0
user_1573664082430,Explain,2,Your friend may not have caught fish with this lure because the shapes of the lure are different from last time.,0,0,0,0,0,0,0,0,0,0
user_1573664082430,Explain,3,Your friend may not have caught any fish with this lure because the bottom of the lure is not an upside down triangle.,0,1,0,1,0,0,0,0,0,0
user_1573664082430,Explain,4,"Your friend may have caught a fish because the bottom of the lure is yellow, like the first lure that caught a fish.",0,0,0,0,1,0,1,0,0,0
user_1573664082430,Explain,5,Your friend might have caught a fish with this lure combination because the top portion of the lure is circular in nature.,0,1,1,0,0,0,0,0,0,0
user_1573664082430,Explain,6,"Your friend did not catch any fish because the top portion of the lure is a four pointed star, compared to being circular.",0,2,1,1,0,0,0,0,0,0
user_1573664082430,Explain,7,"Your friend caught a fish with this lure combination because the bottom part of the lure is not circular, or at least has one point.",0,2,2,0,0,0,0,0,0,0
user_1573664082430,Explain,8,"Your friend did not catch any fish with this lure because the bottom portion of the lure is circular, compared to the other lures that caught fish having a pointed shape at the bottom of the lure.",0,2,2,0,0,0,0,0,0,0
user_1573678642909,Describe,1,upside down orange ice cream cone with a purple circle inside on top of a yellow triangle,0,2,0,2,2,0,2,1,0,1
user_1573678642909,Describe,2,green circle with a blue raindrop below it,0,2,0,2,2,0,2,0,0,0
user_1573678642909,Describe,3,big yellow diamond on top of a smaller green circle with a tiny purple circle inside,0,2,0,2,2,0,2,1,0,1
user_1573678642909,Describe,4,Large blue oval on top of a small yellow diamond with a tiny purple circle inside,0,2,0,2,2,0,2,1,0,1
user_1573678642909,Describe,5,"big orange circle with a smaller purple circle inside, on top of a small green diamond with a tiny purple circle inside",0,2,0,2,2,0,2,2,0,2
user_1573678642909,Describe,6,large blue (4-sided) star on top of a small orange circle,0,2,0,2,2,0,2,0,0,0
user_1573678642909,Describe,7,"large yellow diamond with a small purple circle inside, on top of a small blue diamond",0,2,0,2,2,0,2,1,0,1
user_1573678642909,Describe,8,"Large green upside down triangle with a small purple circle inside, on top of a small orange oval with a tiny purple circle inside",0,2,0,2,2,0,2,2,0,2
user_1573668073513,Explain,1,"The lure is bright and resembles a smaller fish or creature that the fish most likely eats in the lake as the lure has an eye, body, and tail.",1,2,2,0,1,1,0,1,1,0
user_1573668073513,Explain,2,The lure does not resemble a fish or creature like the first one does.,1,0,0,0,0,0,0,0,0,0
user_1573668073513,Explain,3,This lure's prominent square/diamond shape is unlikely to be found in the lake as most fish and other creatures have rounded features. This is not very convincing for the fish.,1,1,0,1,0,0,0,0,0,0
user_1573668073513,Explain,4,"This lure resembles a smaller fish or creature. It has a large rounded piece to appear like a body, and a smaller diamond piece to resemble the tail. This is more convincing for the fish.",1,4,3,1,0,0,0,0,0,0
user_1573668073513,Explain,5,This lure has a large rounded piece and a smaller pointed piece to resemble the curvy body and pointy tail of a smaller fish that the fish in the lake eat.,1,4,4,0,0,0,0,0,0,0
user_1573668073513,Explain,6,"This lure has a large sharp and pointy piece and a smaller round piece. Historically, the fish in the lake do not enjoy this lure combination.",0,3,3,0,0,0,0,0,0,0
user_1573668073513,Explain,7,This lure consists of two square/diamond pieces. This lure appears to be more convincing shape for the fish than the two rounded piece lure that did not catch any fish. The eyeball helps too.,1,2,0,2,0,0,0,1,1,0
user_1573668073513,Explain,8,"This lure consists of a large sharp piece and a smaller rounded piece. Historically, the fish do not like combinations like this.",0,2,2,0,0,0,0,0,0,0
user_1573668222017,Explain,1,"The lure is big and colorful, making the chances more high for a fish to be attracted and lured to it.",1,0,0,0,0,0,0,0,0,0
user_1573668222017,Explain,2,"The lure could have blended with the water, so it didn't really stand out to the fish.",1,0,0,0,0,0,0,0,0,0
user_1573668222017,Explain,3,the lure wasn't big enough and the green part maybe resembled things in the water already.,1,0,0,0,1,0,1,0,0,0
user_1573668222017,Explain,4,"The shape is different, it stands out and it's more alluring to the eye.",1,0,0,0,0,0,0,0,0,0
user_1573668222017,Explain,5,"The colors stand out in the water, it's big enough to see and it's more captivating to grab.",3,0,0,0,0,0,0,0,0,0
user_1573668222017,Explain,6,It was probably not as alluring as the other lure combinations so the fish may not have been interested in it.,1,0,0,0,0,0,0,0,0,0
user_1573668222017,Explain,7,"This combination stands out in color and shape, making it more attractive to the fish.",1,0,0,0,0,0,0,0,0,0
user_1573668222017,Explain,8,Maybe they're not attracted to that color and shape combo. It can also be because they have seen something similar to it.,2,0,0,0,0,0,0,0,0,0
user_1573668320610,Describe,1,red tear drop with purple dot on the top left hand side all above yellow triangle,0,2,0,2,2,0,2,1,0,1
user_1573668320610,Describe,2,green circle above blue teardrop,0,2,0,2,2,0,2,0,0,0
user_1573668320610,Describe,3,yellow diamond above green circle with purple dot in the bottom right of circle,0,2,0,2,2,0,2,1,0,1
user_1573668320610,Describe,4,blue oval vertical above yellow star with purple dot in the center,0,2,0,2,2,0,2,1,0,1
user_1573668320610,Describe,5,red circle with purple dot in the center above green diamond with purple dot on the right,0,2,0,2,2,0,2,2,0,2
user_1573668320610,Describe,6,blue star above red circle,0,2,0,2,2,0,2,0,0,0
user_1573668320610,Describe,7,yellow diamond with purple dot at the top above blue diamond,0,2,0,2,2,0,2,1,0,1
user_1573668320610,Describe,8,green triangle with purple dot at the top right above red oval with purple dot on the left,0,2,0,2,2,0,2,2,0,2
user_1573682233340,Describe,1,a red thing with a little purple inside,0,0,0,0,1,0,1,1,0,1
user_1573682233340,Describe,2,a green thing with some blue at the bottom,0,0,0,0,2,0,2,0,0,0
user_1573682233340,Describe,3,the yellow square on the top and a green circle with a little purple at the bottom,0,2,0,2,2,0,2,1,0,1
user_1573682233340,Describe,4,blue circle on the top and a yellow star with a little purple at the bottom,0,2,0,2,2,0,2,1,0,1
user_1573682233340,Describe,5,"red circle with a bigger purple on the top
 green square with a little purple at the bottom",0,2,0,2,2,0,2,2,0,2
user_1573682233340,Describe,6,"blue star on the top
 a small red circle at the bottom",0,2,0,2,2,0,2,0,0,0
user_1573682233340,Describe,7,"yellow square with a little purple on the top
 blue smaller square at the bottom",0,2,0,2,2,0,2,1,0,1
user_1573682233340,Describe,8,"green triangle with a little purple circle on the top
 a red circle with a dot of purple at the bottom",0,2,0,2,2,0,2,2,0,2
user_1573664238101,Describe,1,Red upside down ice cream cone shape. Purple dot in the middle left of it. Upside down yellow triangle under red.,0,2,0,2,2,0,2,1,0,1
user_1573664238101,Describe,2,Green circle with a blue water drop under it.,0,2,0,2,2,0,2,0,0,0
user_1573664238101,Describe,3,Yellow symmetrical diamond. Green circle under it. Purple dot in the bottom left of the green circle.,0,2,0,2,2,0,2,1,0,1
user_1573664238101,Describe,4,Blue oval with a yellow 4-sided star under it. A purple dot is in the center of the star.,0,2,0,2,2,0,2,1,0,1
user_1573664238101,Describe,5,Red circle with a purple dot in the middle. A green symmetrical diamond is under it. A purple dot is on the middle right of the diamond.,0,2,0,2,2,0,2,2,0,2
user_1573664238101,Describe,6,4-sided blue star with a red circle under it.,0,2,0,2,2,0,2,0,0,0
user_1573664238101,Describe,7,Symmetrical yellow diamond with a purple dot in it. Blue symmetrical blue diamond under it.,0,2,0,2,2,0,2,1,0,1
user_1573664238101,Describe,8,Upside down green triangle with a purple dot in the upper right. A red oval is under it with a purple dot in the middle left.,0,2,0,2,2,0,2,2,0,2
user_1579194662020,Explain,1,i dont know,0,0,0,0,0,0,0,0,0,0
user_1579194662020,Explain,2,they are too different,0,0,0,0,0,0,0,0,0,0
user_1579194662020,Explain,3,too different,0,0,0,0,0,0,0,0,0,0
user_1579194662020,Explain,4,i dont know,0,0,0,0,0,0,0,0,0,0
user_1579194662020,Explain,5,"the bottom is pointy, the top is smooth",0,2,2,0,0,0,0,0,0,0
user_1579194662020,Explain,6,"the bottom is not pointy, the top isnt smooth",0,2,2,0,0,0,0,0,0,0
user_1579194662020,Explain,7,I have no idea now,0,0,0,0,0,0,0,0,0,0
user_1579194662020,Explain,8,maybe im just bad at shapes,0,0,0,0,0,0,0,0,0,0
user_1579194668636,Explain,1,The specific shape attracts the fish,1,0,0,0,0,0,0,0,0,0
user_1579194668636,Explain,2,Maybe the lure is not the right color,0,0,0,0,0,0,0,0,0,0
user_1579194668636,Explain,3,Not the right shape or color,0,0,0,0,0,0,0,0,0,0
user_1579194668636,Explain,4,Yellow bottom section,0,0,0,0,1,0,1,0,0,0
user_1579194668636,Explain,5,Pointed bottom section,0,1,1,0,0,0,0,0,0,0
user_1579194668636,Explain,6,No pointed bottom section,0,1,1,0,0,0,0,0,0,0
user_1579194668636,Explain,7,"Pointed bottom section, maybe with a purple dot anywhere?",0,1,1,0,0,0,0,1,0,1
user_1579194668636,Explain,8,No pointed bottom part,0,1,1,0,0,0,0,0,0,0
user_1579194678938,Explain,1,Because he got lucky.,0,0,0,0,0,0,0,0,0,0
user_1579194678938,Explain,2,Because the fish mouth is smaller than the blue thing.,1,0,0,0,1,0,1,0,0,0
user_1579194678938,Explain,3,because the green one is round,0,1,1,0,1,0,1,0,0,0
user_1579194678938,Explain,4,because the yellow thing is sharp,0,1,1,0,1,0,1,0,0,0
user_1579194678938,Explain,5,because the green thing is a spuare,0,1,0,1,1,0,1,0,0,0
user_1579194678938,Explain,6,the orange thing is round,0,1,1,0,1,0,1,0,0,0
user_1579194678938,Explain,7,the blue thing is sharp,0,1,1,0,1,0,1,0,0,0
user_1579194678938,Explain,8,because the combination is a triangle with a round thing,0,2,1,1,0,0,0,0,0,0
user_1579194691731,Describe,1,Red teardrop shape that has a small purple circle on the left side of it and a yellow upside down triangle underneath.,0,2,0,2,2,0,2,1,0,1
user_1579194691731,Describe,2,Green circle with a blue raindrop underneath.,0,2,0,2,2,0,2,0,0,0
user_1579194691731,Describe,3,Large yellow diamond with a small green circle underneath it that contains a tiny purple dot on the bottom right side (looks like an olive).,0,2,0,2,2,0,2,1,0,1
user_1579194691731,Describe,4,Large blue oval and yellow shape that looks like the sparkle emoji that also contains a small purple dot in the right center.,0,2,0,2,2,0,2,1,0,1
user_1579194691731,Describe,5,Large red circle that contains a purple dot slightly off center to the right. Also has a green diamond shape underneath with a purple dot that's in the same position as the one in the red circle.,0,2,0,2,2,0,2,2,0,2
user_1579194691731,Describe,6,Blue 4 sided star shape with a red circle underneath.,0,2,0,2,2,0,2,0,0,0
user_1579194691731,Describe,7,Yellow diamond that contains a purple dot near the top left. Also has a plain blue diamond underneath.,0,2,0,2,2,0,2,1,0,1
user_1579194691731,Describe,8,Upside down green triangle with a purple dot on the left corner. Underneath there is a red oval with a purple dot located center left.,0,2,0,2,2,0,2,2,0,2
user_1579194695509,Explain,1,The shape of the combination might resemble something similar familiar in the fish's environment,1,0,0,0,0,0,0,0,0,0
user_1579194695509,Explain,2,The shape of the lure makes it easy for the fish to escape i.e. it isn't sharp,1,1,1,0,0,0,0,0,0,0
user_1579194695509,Explain,3,Perhaps fish bite on the round end of the lure and are able to escape. Or because the diamond's shape isn't helpful,1,2,1,1,0,0,0,0,0,0
user_1579194695509,Explain,4,The pointy ends of the diamond help catch the fish despite the oval on top,1,3,1,2,0,0,0,0,0,0
user_1579194695509,Explain,5,"The shape of the lure resembles the other lures which have caught fish, so maybe something about the structure of the lure",0,0,0,0,0,0,0,0,0,0
user_1579194695509,Explain,6,It seems that lures with a rounded shape on the bottom don't catch fish. This lure has a circle on the lower end,0,2,1,1,0,0,0,0,0,0
user_1579194695509,Explain,7,"The lures that have managed to catch fish had a shape with sharp edges, so does this one. It has a diamond on the bottom",0,2,1,1,0,0,0,0,0,0
user_1579194695509,Explain,8,"The shape on the bottom is round, similar to the lures that haven't caught any fish",0,1,1,0,0,0,0,0,0,0
user_1579194713221,Explain,1,It might have been attracted to the bright orange color; which could be perceived as food.,1,0,0,0,2,1,1,0,0,0
user_1579194713221,Explain,2,"Maybe because the bottom blue part of the lure blended in with the water, so the fish was not moved towards the lure.",1,0,0,0,1,0,1,0,0,0
user_1579194713221,Explain,3,Maybe these type of fish ae lured towards specific colors that correlate to food that they might frequently eat and yellow might not be one of them.,1,0,0,0,1,0,1,0,0,0
user_1579194713221,Explain,4,Possibly because it has the same shape/form as the first lure that was used to catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1579194713221,Explain,5,"In the first and third lures that were used to catch the fish, the bottom part of the lure has almost a diamond/triangular shape; so it could make sense that this lure was able to catch a fish since it also has the same shape on the bottom part of the lure.",0,1,0,1,0,0,0,0,0,0
user_1579194713221,Explain,6,Possibly because the shape of the lure do not match at all with the lures that did work to catch the fish.,0,0,0,0,0,0,0,0,0,0
user_1579194713221,Explain,7,"Possibly because like past lures that worked, fiash are now more prone to be lead towards items that have a diamond shape form.",0,1,0,1,0,0,0,0,0,0
user_1579194713221,Explain,8,Maybe because the bottom part of the lure is a circular shape rather than a diamond shape.,0,2,1,1,0,0,0,0,0,0
user_1579194724670,Explain,1,It fits into the fishes mouth perfectly,1,0,0,0,0,0,0,0,0,0
user_1579194724670,Explain,2,It doesn't fit well with the shape of the fish's mouth,1,0,0,0,0,0,0,0,0,0
user_1579194724670,Explain,3,It wouldn't go into the fish's mouth with how it is shaped at the top,1,0,0,0,0,0,0,0,0,0
user_1579194724670,Explain,4,It fits into the fish's mouth and the bottom keeps the fish from being able to get away,2,0,0,0,0,0,0,0,0,0
user_1579194724670,Explain,5,It has a square end that is pointy so it will be able to prevent the fish from escaping,1,2,1,1,0,0,0,0,0,0
user_1579194724670,Explain,6,It wouldn't fit into the fish's mouth,1,0,0,0,0,0,0,0,0,0
user_1579194724670,Explain,7,It keeps the fish from escaping,1,0,0,0,0,0,0,0,0,0
user_1579194724670,Explain,8,It wouldn't fit into the fish's mouth because the top part is too wide,1,1,1,0,0,0,0,0,0,0
user_1579197924760,Explain,1,because it's the same example showed before,0,0,0,0,0,0,0,0,0,0
user_1579197924760,Explain,2,because it doesn't have anything same as the previous one that caught the fish,0,0,0,0,0,0,0,0,0,0
user_1579197924760,Explain,3,because it doesn't have anything required as the first one,0,0,0,0,0,0,0,0,0,0
user_1579197924760,Explain,4,maybe the lure requires the yellow thing in the front to catch the fish,0,0,0,0,1,0,1,0,0,0
user_1579197924760,Explain,5,because it has the red big part containing the purple dot like the first one,0,0,0,0,1,0,1,1,0,1
user_1579197924760,Explain,6,"because it doesn't have red big part containing purple dot like the first or fourth one, and it also doesn't have yellow front",0,0,0,0,2,0,2,1,0,1
user_1579197924760,Explain,7,because it has the purple dot inside the big part and the front doesn't contain any round part,0,1,1,0,0,0,0,1,0,1
user_1579197924760,Explain,8,the front is the round part so it doesn't catch the fish,0,1,1,0,0,0,0,0,0,0
user_1579197956417,Describe,1,"This lure combination has color of red, yellow and a small purple circle.",0,0,0,0,2,0,2,1,0,1
user_1579197956417,Describe,2,This lure combination has a green and blue color.,0,0,0,0,2,0,2,0,0,0
user_1579197956417,Describe,3,"This lure combination has a yellow and green color, with a little bit of purple.",0,0,0,0,2,0,2,1,1,0
user_1579197956417,Describe,4,This lure combination has a blue and yellow combined color.,0,0,0,0,2,0,2,0,0,0
user_1579197956417,Describe,5,This lure combination has a red and green combination.,0,0,0,0,2,0,2,0,0,0
user_1579197956417,Describe,6,This lure combination has blue and red color.,0,0,0,0,2,0,2,0,0,0
user_1579197956417,Describe,7,This combination has yellow and blue color.,0,0,0,0,2,0,2,0,0,0
user_1579197956417,Describe,8,It has green and red color.,0,0,0,0,2,0,2,0,0,0
user_1579197963470,Explain,1,The fish might have been attracted to the bright colors of the lure.,1,0,0,0,1,1,0,0,0,0
user_1579197963470,Explain,2,The colors are not as bright as the first lure and it is possible that the blue and green lure is harder to see under water since it blends in.,1,0,0,0,3,1,2,0,0,0
user_1579197963470,Explain,3,The color of the lure is not very eye-catching.,1,0,0,0,0,0,0,0,0,0
user_1579197963470,Explain,4,The blue and yellow looks bigger lengthwise compared to the lures that did not catch any fish.,0,1,1,0,2,0,2,0,0,0
user_1579197963470,Explain,5,The red and green are very noticeable.,1,0,0,0,2,0,2,0,0,0
user_1579197963470,Explain,6,The blue part of the lure might have been hard to spot underwater.,1,0,0,0,1,0,1,0,0,0
user_1579197963470,Explain,7,The yellow part with the purple might have been easier for the fish to see and therefore take a bite.,1,0,0,0,1,0,1,1,0,1
user_1579197963470,Explain,8,The fish do not seem to like the lures that are majority green.,0,0,0,0,1,0,1,0,0,0
